user,user_type,candidate_news,candidate_news_type,score,label
22,1,2568,[0 0 0 0 0],-0.39968002,1
22,1,3829,[0 0 0 0 0],-0.016347647,0
22,1,3412,[0 0 0 0 0],0.13940738,0
22,1,3989,[0 0 0 0 0],-0.19096382,0
22,1,2587,[0 0 0 0 0],-0.062164847,0
22,1,3990,[0 0 0 0 0],-0.5088223,0
22,1,2559,[0 0 0 0 0],0.12314113,0
22,1,2906,[0 0 0 0 0],0.09280304,0
22,1,2869,[0 0 0 0 0],-0.4391597,0
22,1,3096,[0 0 0 0 0],0.07365796,0
22,1,3632,[0 0 0 0 0],0.014639491,0
22,1,2974,[0 0 0 0 0],0.09567815,0
22,1,3372,[0 0 0 0 0],0.1486993,0
22,1,3991,[0 0 0 0 0],0.15700114,0
22,1,3426,[0 0 0 0 0],-0.42529845,0
22,1,3089,[0 0 0 0 0],0.015580228,0
22,1,3579,[0 0 0 0 0],-0.113210976,0
22,1,3391,[0 0 0 0 0],0.021774005,0
22,1,3403,[0 0 0 0 0],-0.09444694,0
22,1,2627,[0 0 0 0 0],0.011929911,0
22,1,3992,[0 0 0 0 0],-0.5048603,0
22,1,3833,[0 0 0 0 0],0.0057410896,0
22,1,3993,[0 0 0 0 0],0.035558425,0
22,1,3425,[0 0 0 0 0],0.011448184,0
22,1,3994,[0 0 0 0 0],-0.045018803,0
22,1,3654,[0 0 0 0 0],-0.4427037,0
22,1,843,[0 0 0 0 0],0.036317535,0
22,1,2918,[0 0 0 0 0],0.13584544,0
22,1,3382,[0 0 0 0 0],-0.07191764,0
22,1,2608,[0 0 0 0 0],-0.11335227,0
22,1,3665,[0 0 0 0 0],-0.43056038,0
22,1,3995,[0 0 0 0 0],-0.2586735,0
22,1,2562,[0 0 0 0 0],-0.067083225,0
22,1,3433,[0 0 0 0 0],0.011000102,0
22,1,2565,[0 0 0 0 0],-0.07923369,0
22,1,2580,[0 0 0 0 0],0.018893698,0
22,1,3408,[0 0 0 0 0],0.011282347,0
22,1,2560,[0 0 0 0 0],0.14582157,0
22,1,3996,[0 0 0 0 0],0.060417056,0
22,1,2919,[0 0 0 0 0],0.11690244,0
22,1,3440,[0 0 0 0 0],-0.41789013,0
