user,user_type,candidate_news,candidate_news_type,score,label
22,1,2568,[0 0 0 0 0],-0.022876253,1
22,1,3829,[0 0 0 0 0],0.034656636,0
22,1,3412,[0 0 0 0 0],0.078936756,0
22,1,3989,[0 0 0 0 0],0.041296102,0
22,1,2587,[0 0 0 0 0],0.023052473,0
22,1,3990,[0 0 0 0 0],0.041495845,0
22,1,2559,[0 0 0 0 0],0.06719123,0
22,1,2906,[0 0 0 0 0],0.03056265,0
22,1,2869,[0 0 0 0 0],-0.007265264,0
22,1,3096,[0 0 0 0 0],0.027530842,0
22,1,3632,[0 0 0 0 0],0.01709231,0
22,1,2974,[0 0 0 0 0],0.03136612,0
22,1,3372,[0 0 0 0 0],0.05592213,0
22,1,3991,[0 0 0 0 0],0.052989878,0
22,1,3426,[0 0 0 0 0],-0.03721074,0
22,1,3089,[0 0 0 0 0],-0.017639123,0
22,1,3579,[0 0 0 0 0],-0.022241874,0
22,1,3391,[0 0 0 0 0],0.05275937,0
22,1,3403,[0 0 0 0 0],0.046605766,0
22,1,2627,[0 0 0 0 0],-0.017895224,0
22,1,3992,[0 0 0 0 0],0.026095124,0
22,1,3833,[0 0 0 0 0],-0.060077135,0
22,1,3993,[0 0 0 0 0],-0.005579725,0
22,1,3425,[0 0 0 0 0],-0.01673153,0
22,1,3994,[0 0 0 0 0],0.06173324,0
22,1,3654,[0 0 0 0 0],-0.0065634036,0
22,1,843,[0 0 0 0 0],-0.013627273,0
22,1,2918,[0 0 0 0 0],0.07768497,0
22,1,3382,[0 0 0 0 0],-0.013406752,0
22,1,2608,[0 0 0 0 0],-0.02182991,0
22,1,3665,[0 0 0 0 0],-0.007579905,0
22,1,3995,[0 0 0 0 0],0.003995737,0
22,1,2562,[0 0 0 0 0],-0.10169436,0
22,1,3433,[0 0 0 0 0],-0.01733719,0
22,1,2565,[0 0 0 0 0],0.045485996,0
22,1,2580,[0 0 0 0 0],0.015487157,0
22,1,3408,[0 0 0 0 0],-0.016890578,0
22,1,2560,[0 0 0 0 0],0.05408682,0
22,1,3996,[0 0 0 0 0],0.07190478,0
22,1,2919,[0 0 0 0 0],0.04745563,0
22,1,3440,[0 0 0 0 0],-0.035645783,0
22,1,3329,[0 0 0 0 0],0.026314542,0
22,1,2567,[0 0 0 0 0],0.02483018,0
22,1,2577,[0 0 0 0 0],0.026467562,0
22,1,3084,[0 0 0 0 0],0.008732701,0
22,1,3639,[0 0 0 0 0],-0.007115124,0
22,1,2736,[0 0 0 0 0],-0.014817775,0
22,1,2996,[0 0 0 0 0],0.042141043,0
22,1,2576,[0 0 0 0 0],0.06540596,0
22,1,3420,[0 0 0 0 0],-0.012703443,0
22,1,2912,[0 0 0 0 0],0.08237902,0
22,1,2950,[0 0 0 0 0],-0.03888439,0
22,1,3438,[0 0 0 0 0],-0.0426708,0
22,1,3397,[0 0 0 0 0],0.006175434,0
22,1,3648,[0 0 0 0 0],0.070203714,0
22,1,3997,[0 0 0 0 0],0.08663562,0
22,1,3998,[0 0 0 0 0],-0.012531843,0
22,1,3419,[0 0 0 0 0],0.027160985,0
22,1,3417,[0 0 0 0 0],0.02611519,0
22,1,2992,[0 0 0 0 0],0.0039633103,0
22,1,2831,[0 0 0 0 0],0.046936586,0
22,1,3031,[0 0 0 0 0],0.009106873,0
22,1,2574,[0 0 0 0 0],0.07376737,0
22,1,2582,[0 0 0 0 0],0.08354252,0
22,1,3409,[0 0 0 0 0],-0.10261684,0
22,1,2832,[0 0 0 0 0],0.0061443876,0
22,1,2977,[0 0 0 0 0],-0.0079631675,0
22,1,2858,[0 0 0 0 0],0.04258381,0
22,1,2636,[0 0 0 0 0],-0.023185017,0
22,1,2940,[0 0 0 0 0],0.09777676,0
22,1,2990,[0 0 0 0 0],0.05429948,0
22,1,2610,[0 0 0 0 0],-0.023287289,0
22,1,3423,[0 0 0 0 0],0.041867465,0
22,1,3999,[0 0 0 0 0],0.04667493,0
22,1,3415,[0 0 0 0 0],0.044002827,0
22,1,3435,[0 0 0 0 0],0.039305992,0
22,1,2970,[0 0 0 0 0],0.054920025,0
22,1,4000,[0 0 0 0 0],0.047846474,0
22,1,2980,[0 0 0 0 0],-0.042829186,0
22,1,2955,[0 0 0 0 0],0.029709196,0
22,1,3406,[0 0 0 0 0],-0.056641925,0
22,1,3410,[0 0 0 0 0],0.083231404,0
22,1,4001,[0 0 0 0 0],0.024949467,0
22,1,3036,[0 0 0 0 0],0.04496667,0
22,1,3375,[0 0 0 0 0],0.06474597,0
22,1,2968,[0 0 0 0 0],0.047624953,0
22,1,4002,[0 0 0 0 0],-0.014179683,0
22,1,2892,[0 0 0 0 0],0.018359844,0
22,1,3457,[0 0 0 0 0],0.06583324,0
